Username,Comment,Like
studio9977,"['pak', 'izin', 'tanya', 'apa', 'wpu', 'course', 'lua', 'luau', 'sedang', 'minat', 'build', 'game', 'roblox', 'terima', 'kasih']",0
sandhikagalihwpu,[],0
syamsularifin9776,"['lalu', 'nya', 'bagaimana', 'bang', 'kan', 'sekarang', 'informasi', 'super', 'cepat', 'bahkan', 'mula', 'sendiri', 'bingung', 'mana', 'iri', 'sama', 'profesional', 'bang', 'makanya', 'terkadang', 'pengin', 'cepat', 'dilema', 'banget', 'sih', 'tuntut', 'pt', 'pt', 'sekarang', 'super', 'super', 'berat', 'sih', 'jadi', 'kayak', 'enggak', 'paham', 'mulai', 'mana', 'takut', 'tinggal', 'lama', 'ajar']",0
galerigis,"['i', 'sih', 'candu', 'vibe', 'coding', 'nih', 'buat', 'mind', 'blowing', 'kodingan', 'ai', 'nya', 'susah', 'maintain', 'sering', 'enggak', 'paham', 'apa', 'tulisbrbrterkadang', 'cari', 'sendiri', 'bugs', 'buat', 'ai', 'nyabrbrsaya', 'lihat', 'sisi', 'kerja', 'selesai', 'waktu', 'lebih', 'cepat', 'kode', 'nya', 'ajar', 'belakang']",0
farrelhs6727,"['dulu', 'awal', 'kenal', 'code', 'eh', 'ai', 'nih', 'canggih', 'resin', 'code', 'mudah', 'tahap', 'ajar', 'algoritma', 'db', 'html', 'css', 'nah', 'project', 'iseng', 'deh', 'coba', 'ai', 'nya', 'eh', 'tagih', 'pernah', 'posisi', 'benar', 'enggak', 'tau', 'kode', 'kasih', 'ai', 'nyata', 'beranta', 'banget', 'enggak', 'tau', 'pikir', 'waktu', 'penting', 'projek', 'sekolah', 'jadi', 'dulu', 'punya', 'teman', 'guna', 'ai', 'sebut', 'bijak', 'malah', 'jadi', 'guru', 'coding', 'akhir', 'mulai', 'ajar', 'lewat', 'ai', 'sebut', 'alhamdulillah', 'ujung', 'kelulus', 'projek', 'akhir', 'minta', 'kode', 'ai', 'selalu', 'koreksi', 'lebih', 'sesuai', 'dulu', 'butuh', 'aplikasi', 'sekarang', 'ai', 'sebut', 'malah', 'pakai', 'buat', 'ngerancang', 'brainstorming', 'cari', 'ide', 'website', 'tarik', 'btw', 'ajar', 'html', 'css', 'lewat', 'channelnya', 'pak', 'sandika']",2
muhammadakna8397,"['bankai', 'nih', 'kayak', 'wkwkwk']",0
everythinghilal,"['saran', 'sih', 'scroll', 'fesbuk', 'vibe', 'coding']",0
bagas7347,"['pak', 'ikan', 'saran', 'paksayaa', 'maba', 'baru', 'teknik', 'informatika', 'rasa', 'struggle', 'stuck', 'rasa', 'berkembangyaa', 'alas', 'garaquot', 'ai', 'inisaya', 'akan', 'candu', 'guna', 'ai', 'bahkan', 'tugasquot', 'recehapakah', 'saran', 'pak', 'bagaimana', 'rubah', 'diri', 'manfaat', 'ai', 'bagaimana', 'depan']",0
wxnbeats,"['quotmaba', 'baruquot', 'apa', 'ytta', 'wak', 'tinggal', 'paham', 'ajar', 'ajar', 'kampus', 'pakai', 'otak', 'sendiri', 'problem', 'solving', 'kalau', 'bingung', 'tanya', 'dosen', 'bukan', 'ai', 'tanam', 'pikir', 'kalau', 'anda', 'masuk', 'dunia', 'kerja', 'terus', 'suruh', 'coding', 'lansung', 'ai', 'offline', 'blind', 'code', 'entar', 'bingung', 'sendiri', 'jadi', 'kuliah', 'stage', 'tutorial', 'masuk', 'dunia', 'kerja', 'lama', 'dosen', 'kampus', 'ajar', 'pakai', 'ai', 'jangan', 'pakai', 'pakai', 'ai', 'kalau', 'lumayan', 'pro', 'bidang', 'jatuh', 'ai', 'jadi', 'tools', 'time', 'saving', 'bukan', 'cheat', 'sheet', 'semata']",0
rachmatadijayaabulfatihilh1203,"['subjet', 'nih', 'lama', 'nih', 'tempel', 'pikir', 'gue', 'alhamdulillah', 'jawab', 'video']",1
ferdych5250,"['mau', 'enggak', 'mau', 'jaman', 'arah', 'sana', 'masuk', 'hostinger', 'sedia', 'horizon', 'ai']",0
djoonta,"['vibe', 'coding', 'sangat', 'bantu', 'buat', 'kepala', '4', 'malas', 'etik', 'penting', 'jangan', 'one', 'shot', 'kalau', 'oneshot', 'banyak', 'ngawurnya']",0
coreptedreply,"['permisisaya', 'junior', 'dunia', 'pengcodingan', 'mau', 'tanya', 'susah', 'senang', 'nya', 'jadi', 'progremerbrboleh', 'kakak', 'sekali']",0
prodigykitten6266,"['kasihan', 'kalian', 'wahai', 'programmer', 'mula', 'brbrgodaan', 'vibe', 'coding', 'besar', 'banget', 'tetap', 'cumungudh', 'ajar']",0
samurai896m9g,"['tanya', 'kalo', 'banyak', 'hijrah', 'metode', 'vibe', 'coding', 'pasarcompany', 'open', 'minded', 'alam', 'interview', 'semua', 'tekan', 'paham', 'fundamental', 'bukti', 'kalo', 'terlalu', 'andal', 'ai', 'live', 'coding', 'banyak', 'tengok', 'referensiapalagi', 'ai', 'sulit', 'brbrsaya', 'rasa', 'coding', 'bukan', 'batas', 'aplikasi', 'selesai', 'lebih', 'utama', 'problem', 'solving', 'andal', 'logika', 'berfikirbrbrjadi', 'akhir', 'ai', 'alat', 'bantu', 'garis', 'besar', 'paham', 'seluruh']",0
hendrjl,"['fakta', 'banyak', 'suka']",0
fdzly7511,"['gua', 'ai', 'coding', 'umpama', 'stack', 'overflow', 'upgrade']",0
setopriambodo243,"['pak', 'akan', 'channel', 'ajar', 'qa', 'engineer']",0
nusalabs,"['lah', 'kira', 'video', 'isi', 'roasting', 'vibe', 'coder', 'nyata', 'enggak', 'statement', 'singgung', 'sama', 'sekali', 'marah']",0
halidigitulo,"['cerita', 'alam', 'sedikit', 'beberapa', 'tahun', 'lalu', 'bertahuntahun', 'ajar', 'bikin', 'dynamic', 'menu', 'dasar', 'database', 'enggak', 'nemunemu', 'solusi', 'enggak', 'kasih', 'tutorial', 'lengkap', 'ada', 'ai', 'sangat', 'bantu', 'akhir', 'starter', 'kit', 'pertama', 'lahir', 'beberapa', 'bulan', 'lalu', 'terimakasih', 'ai', 'gratis']",0
mbhqal8312,"['benar', 'bukan', 'cuma', 'masalah', 'ai', 'coding', 'banyak', 'bidang', 'masalah', 'lebih', 'besar', 'enggak', 'cuma', 'dampak', 'level', 'individu', 'industri', 'ubah', 'jurnalistik', 'uang', 'musik', 'kena', 'dampak', 'lebih', 'cepat', 'lebih', 'murah', 'jelas', 'enggak', 'tahan', 'lama', 'semua', 'orang', 'quotbelajarquot', 'cepat', 'hasil', 'kalau', 'tanya', 'kena', 'proses', 'ilmu', 'bidang', 'enggak', 'erti', 'enggak', 'kredibilitas', 'jadi', 'mudah', 'ganti', 'sama', 'orang']",0
nurmuchson476,"['nyuruh', 'ai', 'malah', 'bikin', 'beranta', 'kalo', 'bikin', 'kode', 'guna', 'ai', 'programing', 'dapat', 'insight', 'kirakira', 'apa', 'salah', 'brainstorming', 'kalo', 'guna', 'stackoverflow', 'malas', 'cari', 'solusi']",0
sweetw7526,"['betul', 'brvibe', 'coding', 'dimanfatkan', 'paham', 'fundamental', 'keti', 'vibe', 'coding', 'diarahain', 'quotlogicquot', 'nya', 'sih', 'ai', 'nya', 'sesat', 'aplikasi', 'sendiri', 'lalu', 'satu', 'poin', 'tepat', 'vibe', 'coding', 'giat', 'repetitif', 'habisin', 'waktu', 'tau', 'cara', 'buat', 'kejar', 'deadline', 'waktu', 'bijakbijak', 'gua', 'pakai', 'vibe', 'coding', 'buat', 'crud', 'jadi', 'gua', 'buat', '1', 'crud', 'lengkap', 'sisa', 'repetitif', 'gua', 'minta', 'ai', 'sesuai', 'crud', 'gua', 'kerja', 'belum']",0
gerrysutsuga2119,"['mungkin', 'beda', 'dapat', 'bang', 'jadi', 'kembang', 'teknologi', 'makin', 'cepat', 'nama', 'istilah', 'disrupsi', 'jaman', 'sekarang', 'contoh', 'dulu', 'belanja', 'selalu', 'offline', 'sekarang', 'online', 'dulu', 'transportasi', 'manual', 'sekarang', 'bas', 'teknologi', 'dulu', 'orang', 'sering', 'tonton', 'televisi', 'sekarang', 'pindah', 'youtube', 'tonton', 'sesuai', 'pilih', 'dulu', 'ngerjain', 'tugas', 'ngetik2', 'dikit', 'walaupun', 'transcrip', 'sama', 'hal', 'kerja', 'coding', 'ceo', 'nvidia', 'kata', 'kerja', 'coding', 'laku', 'otomatis', 'banyak', 'orang', 'buat', 'aplikasi', 'bantu', 'ai', 'benar', 'enggak', 'dunia', 'programer', 'kayak', 'dunia', 'seni', 'video', '3d', 'animasi', 'pakai', 'ai', 'semua', 'percuma', 'cuma', 'ngeluh', 'grutuin', 'orang', 'pakai', 'ai', 'bang', 'jadi', 'konsen', 'programer', 'jangan', 'mau', 'kalah', 'arti', 'kan', 'punya', 'fundamental', 'kalo', 'kombinasi', 'ai', 'tentu', 'makin', 'expertlah', 'orang', 'awam', 'vibe', 'coding', 'enggak', 'punya', 'basic', 'kalo', 'programer', 'plus', 'ai', 'makin', 'expert', 'bukan', 'malah', 'denial', 'kembang', 'jangan', 'jadi', 'kayak', 'nokia', 'enggak', 'inovasi', 'gerus', 'jaman']",2
sandhikagalihwpu,"['sepakat', 'keywordnya', 'kalimat', 'quotpunya', 'fundamental', 'kalo', 'kombinasi', 'ai', 'makin', 'expertquot']",0
nerdmeganeign,"['orang', 'producer', 'game', 'beberapa', 'alas', 'finansial', 'kurang', 'jumlah', 'karyawan', 'langsung', 'akibat', 'terjun', 'langsung', 'bantu', 'produksi', 'jujur', 'model', 'ai', 'llm', 'coding', 'benar', 'sangat', 'bantu', 'tadi', 'punya', '34orang', 'cukup', '1', 'orang', 'fullstack', 'paham', 'operator', 'bahkan', 'produksi', 'jauh', 'lebih', 'cepat', 'situ', 'sangat', 'bantu', 'betul', 'powerful', 'iyabrbrdengan', 'catat', 'kalian', 'andal', 'ai', 'sepenuh', 'apa', 'sciprt', 'code', 'hasil', 'sering', 'konsisten', 'cenderung', 'boros', 'logic', 'logic', 'kompleks', 'boros', 'waktu', 'kalau', 'kalian', 'sering', 'laku', 'double', 'check', 'baris', 'codenya', 'saran', 'apa', 'narasi', 'video', 'betul', 'sekali', 'temanteman', 'coder', 'mula', 'jangan', 'jadi', 'llm', 'armor', 'ironman', 'baik', 'jadi', 'mentor', 'apa', 'tementemen', 'level', 'atas', 'ai', 'jadi', 'tenaga', 'kerja', 'sangat', 'diandalkanbrbrterakhir', 'awareness', '1020', 'tahun', 'model', 'ai', 'mungkin', 'ganti', 'coder', 'entry', 'level', 'kalau', 'kalian', 'lena', 'lebih', 'sering', 'andal', 'mentor', 'kalian', 'angkat', 'beban', 'rasa', 'ujungujungnya', 'kalau', 'kalian', 'erti', 'fundamental', 'usaha', 'mau', 'pakai', 'kalian', 'alam', 'pernah', 'hire', 'vibe', 'coder', 'hasil', 'muas']",0
novinaldi,"['betul', 'sangat', 'betul', 'selalu', 'sampai', 'mahasiswamahasiswa', 'mas']",0
firdausbinsulaimanz1o,"['tuju', 'pak', 'dhika', 'vibe', 'coding', 'teman', 'ajar']",2
jaecoy,"['pak', 'dika', 'mungkin', 'bukan', 'freshgraduate', 'rintis', 'karir', 'dunia', 'programming', 'drai', 'mulai', 'junior', 'programmer', 'dulu']",0
unknown,"['program', 'beli', 'vocer', 'wifi', 'paymen', 'gatway', 'dong', 'pak', 'paymen', 'tripay', 'duit']",0
rulesofnurtureslayer,"['enggak', 'tau', 'metode', 'benar', 'lama', 'dunia', 'programing', 'banyak', 'rely', 'ai', 'ajar', 'code', 'ai', 'generated', 'lama', 'buat', 'project', 'jadi', 'lama', 'sekarang', 'lumayan', 'bantu', 'sama', 'ada', 'ai', 'alat', 'bantu', 'ajar', 'mengenerate', 'contoh', 'contoh', 'jelas', 'codingnya', 'brbrcontoh', 'react', 'kalau', 'mau', 'ganti', 'value', 'array', 'buat', 'array', 'baru', 'ganti', 'value', 'array', 'sebut', 'konsep', 'react', 'immutable', 'baru', 'ajar', 'lalu', 'ai']",0
advhe77,"['setujutetep', 'fundamental', 'paham', 'bgtutk', 'dpat', 'kuasa', 'struktur', 'coding', 'bangun']",0
periksonsaragi7129,"['tip', 'buat', 'mula', 'ai', 'quotmemanfaatkanquot', 'jangan', 'quotmengandalkanquot']",0
rahmatkurniawan7644,"['lah', 'goreng', 'nyata']",0
lockpad1,"['analogi', 'bleach', 'paling', 'masook', 'pak']",0
iqbaltaufiq17,"['jadi', 'ingat', 'mahasiswa', 'indonesia', 'mock', 'interview', 'coding', 'jesus']",0
boysandra266,"['pakai', 'batas', 'use', 'case', 'jelas', 'kode2', 'paham', 'pernah', 'bikin', 'program', 'jadi', 'programmer', 'mula', 'lebih', 'senang', 'etik', 'kode', 'sekaligus', 'latih', 'muscle', 'memory']",0
yusufkhoiri,"['praktisi', 'vibe', 'coding', 'cuma', 'modal', 'chat', 'gptbrbrdulu', 'ajar', 'dasar', 'lewat', 'video', 'pak', 'dika', 'brbrweb', 'semua', 'fitur', 'buat', 'jalan', 'baik', 'optimal', 'kendala', 'maintenance', 'okebrbrchat', 'gpt', 'pandu', 'bahkan', 'awal', 'setup', 'hosting', 'pilih', 'panel', 'hingga', 'struktur', 'folderbrbrsetiap', 'baris', 'kode', 'butuh', 'komentar', 'tulis', 'baik', 'mempermudahbrbrkalau', 'buat', 'manual', 'ai', 'mungkin', 'butuh', 'waktu', 'berbulan2brbrtapi', 'chat', 'gpt', '1', 'minggu', 'kelar', 'bahkan', 'alur', 'logika', 'jauh', 'lebih', 'sederhana', 'banding', 'buat', 'manualbrbrsemua', 'sesuai', 'butuh', 'kalau', 'proyek', 'sederhana', 'one', 'man', 'show', 'nila', 'ekonomisvibe', 'coding', 'pilih', 'tepat']",0
tessm9oq,"['coding', 'mati', 'sudah']",0
sandhikagalihwpu,[],0
rdpermanadikusumah,"['em', '12', 'tahun', 'experiences', 'cinta', 'vibe', 'coding', 'hahaha']",0
identic7,"['mula', 'kan', 'pak', 'dhika']",0
gmathproindonesia2520,"['gue', 'alam', 'ngoding', '30', 'tahun', 'ada', 'ai', 'tetap', 'algoritma', 'nya', 'gue', 'desain', 'baru', 'ai', 'exekusi']",0
andreaswibowo8333,"['dulu', 'ajar', 'cobol', 'dbase', 'iii', 'basic', 'cari', 'aplikasi', 'rt', 'jual', 'internet', 'sesuai', 'ingin', 'akhir', 'ai', 'hasil', 'buat', 'aplikasi', 'rt', 'nodejs', 'reactjs', 'tebak', 'berapa', 'umur']",0
khorzyy,"['walaupun', 'sedang', 'ajar', 'pakai', 'ai', 'jelas', 'cari', 'tahu', 'sendiri', 'stackoverflowgithubdocs', 'atau', 'youtubebrcontoh', 'usecasebrsaya', 'mau', 'bikin', 'cuman', 'api', 'backend', 'nahsaya', 'minta', 'bantu', 'chatgpt', 'copy', 'paste', 'ketik', 'sendiri', 'kalau', 'error', 'benerin', 'sendiri', 'enggak', 'tanya', 'copy', 'codingan', 'lalu', 'paste', 'chatgpt', 'quotkenapa', 'error', 'jelas', 'dulu', 'baru', 'beritahu', 'error', 'jangan', 'kasih', 'codingannyaquotbrbrnah', 'bagaimana', 'nih', 'bapak']",0
mohammadusmanasegaf7180,"['salah', 'satu', 'sesal', 'hidup', 'dulu', 'memang', 'kurang', 'peringatin', 'baru', 'llm', 'harus', 'lebih', 'sadar', 'ngancurin', 'skill', 'dikit', 'dikit']",0
bukiromst8836,"['wpucourse', 'bangun', 'teknologi', 'web', 'apa', 'pak']",0
sandhikagalihwpu,"['appnya', 'pakai', 'nextjs']",1
vyyzy,"['nyala', 'pak']",0
emulgod,"['algoritma', 'tumpul', 'semenjak', 'guna', 'ai', 'beda', 'banget', 'sama', 'waktu', 'main', 'ajar', 'ngodingnya', 'walaupun', 'mudah', 'buat', 'atau', 'dapat', 'aplikasi', 'butuh', 'rasa', 'punya', 'kontrol', 'penuh', 'atas', 'project', 'buat', 'enggak tau', 'bagus', 'depan', 'rasa', 'percaya', 'diri', 'hasil', 'project', 'lebih', 'turun']",1
astuz9v8f,"['jangan', 'dengar', 'apa', 'kata', 'orang', 'penting', 'cuan', 'cuma', 'lo', 'jago', 'coding', 'enggak', 'jual', 'tanya', 'berapa', 'cuan', 'lo', 'lah', 'anak', 'baru', 'kemarin', 'baru', 'tau', 'coding', 'punya', 'kreativitas', 'tinggi', 'tau', 'cara', 'jual', 'tahu', 'butuh', 'pasar', 'akhir', 'cuan', 'juta', 'dollar', 'bagaimana', 'gan', 'mudah', 'database', 'payment', 'getaway', 'tinggal', 'click', 'dapat', 'juta', 'dollar', 'lah', 'lu', 'koarkoar', 'kata', 'paling', 'jago', 'coding', 'cuma', 'gituquot', 'sekarang', 'penting', 'cuan']",0
grunt515,"['cepat', 'timelinebak', 'cahaya', 'ai', 'peras']",0
hamimman3680,"['pernah', 'ngoding', 'pakai', 'ai', 'bukan', 'vibe', 'coding', 'malah', 'jadi', 'vibe', 'error']",0
andrajefry4192,"['betul', 'pak', 'programmer', 'yt', 'web', 'app', 'sering', 'guna', 'ai', 'bantu', 'mecahkan', 'masalah']",0
husnualzhan,"['rasa', 'vibe', 'koding', 'works', 'situasi', 'tentu', 'debugging', 'refactoring', 'minta', 'jelas', 'buah', 'kode', 'semua', 'orang', 'punya', 'jaring', 'uang', 'mau', 'ajar', 'ilmu', 'baru', 'batas', 'waktu', 'ai', 'solusi', 'orang', 'malas', 'ngoding']",0
rizkymuhammadreza9564,"['product', 'owner', 'story', 'point', '1', 'aja', 'kan', 'pakai', 'vibe', 'coding']",0
gamewaktuistirahat,"['kalo', 'aku', 'ai', 'partner', 'ajar', 'mau', 'mula', 'maupun', 'senior', 'senior', 'tetap', 'tuntut', 'ajar', 'semenjak', 'ai', 'proses', 'ajar', 'jadi', 'lebih', 'cepat', 'jadi', 'ajar', 'baru', 'lebih', 'banyak', 'aku', 'temu', 'nikmat', 'proses', 'ajar', 'rasa', 'penasaran', 'bikin', 'tau', 'ai', 'asih', 'jawab', 'apa', 'logika', 'dasar', 'pakai', 'jadi', 'buat', 'vibe', 'coding', 'entah', 'mula', 'senior', 'pasti', 'kalian', 'tahu', 'fungsi', 'baris', 'code', 'beri', 'ai', 'jangan', 'asal', 'copas']",0
sandhikagalihwpu,"['mantap', 'nice', 'share']",0
purwantoaiautomation,"['dunia', 'coding', 'evolve', 'sekarang', 'bukan', 'soal', 'gaya', 'ngoding', 'berapa', 'cepat', 'lo', 'deliver', 'hasil', 'move', 'on', 'dikit', 'bro', 'kalau', 'enggak', 'mau', 'adaptasi', 'bakal', 'kayak', 'orang', 'ngoding', 'pakai', 'assembly', '2025']",1
astuz9v8f,"['jelas', 'berapa', 'cuan', 'percuma', 'jago', 'coding', 'enggak', 'cuan', 'ai', 'justru', 'bantu', 'buat', 'app', 'buat', 'saas']",0
blitzmui,"['vibe', 'koding', 'sesat', 'apabila', 'baru', 'paham', 'coding', 'ajar', 'dasar', 'dulu']",0
daisainer,"['latih', 'koding', 'kak', 'guru', 'suruh', 'generate', 'koding', 'pakai', 'ai', 'enggak', 'dijelasin', 'kodingannya']",1
korandigital6378,"['kalo', 'pakai', 'bootstrap', 'masuk', 'vibe', 'coding', 'pak']",0
sandhikagalihwpu,['masuk'],0
korandigital6378,"['sandhikagalihwpusiap', 'pak']",0
rheizakurnia4471,"['semenjak', 'ai', 'program', 'complex', 'mudah', 'fahami', 'orang', 'baru', 'paham', 'sedikit', 'sakit', 'sih', 'wkwk']",0
rukhanzakaria,"['benar', 'enggak', 'cuma', 'buat', 'programmer', 'buat', 'tulis', 'designer', 'ajar', 'semua', 'ai', 'jadi', 'otak', 'jadi', 'malas', 'pikir', 'dalam', 'apa', 'apa', 'entar', 'tanya', 'ai', 'sih', 'ai', 'tambah', 'pintar', 'tambah', 'malas', 'wise', 'pegang', 'alat', 'satu']",0
hirohito7781,"['pernah', 'tugas', 'sekolah', 'waktu', 'erti', 'ngoding', 'jadi', 'ngandelin', 'ai', 'akhir', 'tidur', 'jam', '2', 'malam']",0
fachridatulotolomo6781,"['a', 'hrefhttpswwwyoutubecomwatchv3utmxkg47bmampt6921132a', 'orang', 'programmer', 'baru', 'comeback', 'rehat', 'kena', 'gerd', 'anxiety', 'kalau', 'alam', 'tetap', 'rutinin', '3', 'bulan', 'pertama', 'ajar', 'fundamental', 'programming', 'dsa', 'banyak', 'beli', 'kursus', 'bas', 'studi', 'kasus', 'ajar', 'nerapin', 'cara', 'solve', 'tutor', 'implementasi', 'guna', 'ai', 'buat', 'ajar', 'trik', 'nya', 'tau', 'guna', 'prinsip', 'code', 'dry', 'solid', 'ebook', 'beli', 'alhamdulillah', 'worth']",0
aryokesuma4071,"['wah', 'keren', 'banget', 'mas', 'jalan', 'ajar', 'niat', 'arah', 'banget', 'brsalut', 'balik', 'sempat', 'rehat', 'kumpul', 'semangat', 'ngoding', 'memang', 'enggak', 'gampang', 'mas', 'brsetuju', 'banget', 'soal', 'ai', 'kalau', 'pakai', 'buat', 'ajar', 'konsep', 'kayak', 'dry', 'amp', 'solid', 'tuh', 'benerbener', 'bantu', 'lihat', 'cara', 'mikir', 'balik', 'kode']",0
fachridatulotolomo6781,"['aryokesuma4071tetep', 'semangat', 'ngulik', 'ajar', 'coding', 'debugging', 'mas', 'hehe']",0
restuagilpurnomoadi,"['thumbnailnya', 'keren', 'pak']",3
phadilviq,"['rasa', 'ngoding', 'jaman', 'jaman', 'ai', 'tabs', 'stackoverflow', 'numpuk', 'browser']",0
arfaniasra,"['benar', 'sih', 'rasai', 'transisi', 'ngoding', 'manual', 'vibe', 'coding', 'cenderung', 'gantung', 'ai', 'bismillah', 'coba', 'perlahan2', 'lepas', 'ai', 'utama', 'aspek', 'codingbrbrlagian', 'makin', 'kesini', 'rasa', 'too', 'much', 'pakai', 'ai', 'malah', 'jadi', 'lihat', 'flawnya', 'ai', 'nya', 'sering', 'aco', 'wkwk']",0
luthfind,"['sedang', 'alami']",0
artmosphereid,"['gue', 'punya', 'ilmu', 'fullstack', 'alam', 'profesional', '6', 'tahun', 'frontend', 'gue', 'rasa', 'bantu', 'sama', 'ai', 'tuh', 'ajar', 'nya', 'sih', 'contoh', 'kemarin', 'gue', 'bikin', 'platform', 'sendiri', 'tahu', 'backend', 'gue', 'enggak', 'mantap', 'jadi', 'bikin', 'db', 'nya', 'pakai', 'supabase', 'nah', 'supabase', 'kan', 'tetap', 'main', 'sql', 'sini', 'gue', 'mainin', 'ai', 'nya', 'kalo', 'query', 'sql', 'complex', 'banget', 'gue', 'biasa', 'minta', 'ai', 'buat', 'bikin', 'sql', 'nya', 'jadi', 'gue', 'pelajarin', 'tuh', 'baris', 'per', 'baris', 'enggak', 'plek', 'ketiplek', 'copas', 'nah', 'sini', 'gue', 'jadi', 'ajar', 'bikin', 'sql', 'complex', 'efisien', 'bayang', 'kalo', 'enggak', 'ai', 'gue', 'cuman', 'alam', 'frontend', 'lama', 'banget', 'ajar', 'sql2an']",0
haixirtc,"['real', 'bahkan', 'suruh', 'buat', 'asih', 'solusi', 'alternatif', 'amp', 'jelasin']",0
dewabrata83,"['dulu', 'orang', 'bikin', 'bahasa', 'instruksi', 'komputer', 'guna', 'assembler', 'kemudian', 'terlalu', 'rumit', 'bahasa', 'sedikit', 'lebih', 'manusiawi', 'bahasa', 'sih', 'repot', 'muncul', 'bahasa', 'jembatan', 'perl', 'php', 'jni', 'pakai', 'java', 'jadi', 'kalau', 'sekarang', 'muncul', 'bahasa', 'instruksi', 'paling', 'alamiah', 'langsung', 'nyuruh', 'wkwkwkkw', 'jadi', 'teori', 'manusia', 'capai', 'tahap', 'buat', 'bahasa', 'dulu', 'ingin', 'bahasa', 'paham', 'orang', 'awam', 'laku', 'instruksi', 'komputer', 'jadi', 'masa', 'depan', 'orang', 'memang', 'cuma', 'mampu', 'guna', 'bahasa', 'vibe', 'coding', 'banyak', 'programmer', 'enggak', 'paham', 'bagaimana', 'assembler', 'kerja', 'manusia', 'makin', 'bodoh', 'iya', 'manusia', 'makin', 'kreatif', 'buat', 'produk2', 'enggak', 'semua', 'orang', 'buat', 'mungkin', 'perlu', 'ingat', 'teknologi', 'baru', 'beberapa', 'tahun', 'kembang', '5', 'tahun', 'kemudian', 'pernah', 'tebak', 'maju', 'teknologi', 'lanjut']",0
inginjadiprogammerhandal,"['mantap', 'sekali', 'pak', 'tuju', 'banget', 'aku', 'pernah', 'coba', 'full', 'vibe', 'coding', 'projectnya', 'jadi', 'rasa', 'puas', 'diri', 'sendiri', 'walaupun', 'projectnya', 'jadi', 'beda', 'bangetkalo', 'lihat', 'dokumentasi', 'pas', 'nge', 'solve', 'sendiri', 'tuh', 'rasa', 'puas', 'sendiri']",2
rafflesiainternetaccess,"['pak', 'course', 'python']",0
irvanhardyanto7038,"['dulu', 'bom', 'chat', 'gpt', 'stack', 'overflow', 'o', 'e', 'n', 't', 'i']",0
mikaeldewabrata,"['bagus', 'konten', 'pak', 'bikin', 'heboh']",0
tangan5663,"['pernah', 'men', 'challenge', 'diri', 'sendiri', 'buat', 'suatu', 'mod', 'javascript', 'awal', 'awal', 'gagal', 'kali', 'kali', 'pikir', 'bingung', 'benar', 'benar', 'erti', 'logic', 'bahkan', 'syntax', 'javascript', 'debugging', 'ajar', 'logic', 'dasar', 'javascript', 'comot', 'code', 'orang', 'baca', 'dokumentasi', 'niscaya', 'coding', 'jadi', 'inspirasi', 'teman', 'teman', 'sayabrbrpengalaman', 'tak', 'pernah', 'kalo', 'vibe', 'coding', 'buat', 'vulnerable', 'dar', 'logic', 'error', 'dasar', 'bukan', 'orang', 'coding', 'ai', 'makan', 'waktu', 'lebih', 'banyak', 'debugging', 'sekarang', 'pakai', 'llm', 'auto', 'complete', 'dar', 'refactor']",0
panggilmeiam,"['akhir', 'dibuatin', 'video', 'jadi', 'dalil', 'biar', 'lebih', 'mudah', 'asih', 'tau']",5
rahulmarcelino,"['terima', 'kasih', 'pak', 'insight', 'sangat', 'deep', 'buat', 'pkiran', 'lebih', 'trbuka', 'ai']",2
robykornela,"['ngobrolin', 'soal', 'vibe', 'coding', 'gantung', 'sudut', 'pandang', 'soal', 'tools', 'kali', 'ai', '1', 'sisi', 'memang', 'benar', 'bahkan', 'harus', 'paham', 'fundamental', 'algoritma', 'bahasa', 'pemrograman', 'sendiri', '1', 'sisi', 'hidup', 'nyata', 'kejar', 'deadline', 'butuh', 'hidup', 'uang', 'sok', 'bagaimana', 'prinsip', 'bijak', 'hidup', 'peran', 'sini', 'mau', 'tunggu', 'analisa', 'baris', 'error', 'cakap', 'ai', 'debat', 'anak', 'istri', 'hasil', 'akhir', 'lah', 'jadi', 'tentu', 'brdengan', 'kondisi', 'kalian', 'terjun', 'dunia', 'developer', 'penting', 'paham', 'konsep', 'ingin', 'tuang', 'bait', 'kode', 'visual', 'dalam', 'hasil']",0
sandhikagalihwpu,"['balik', 'pribadi', 'masing-masing', 'kalo', 'urus', 'profesional', 'tanggung', 'jawab', 'konsekuensi', 'beda', 'sila', 'timbang', 'baik', 'buruknyabrbryang', 'fokus', 'video', 'mahasiswa', 'baru', 'ajar', 'codingbrbrnice', 'share', 'terima', 'kasih']",0
robykornela,"['sandhikagalihwpu', 'kurang', 'rasa', 'hormat', 'pak', 'amp', 'maksud', 'salah', 'isi', 'konten', 'dapat', 'kacamata']",0
sandhikagalihwpu,"['robykornela', 'justru', 'salah', 'dapat', 'kok', 'kamu', 'brbrpemula', 'mahasiswa', 'mungkin', 'besar', 'punya', 'tanggung', 'jawab', 'konsekuensi', 'sama', 'orang', 'profesional']",0
aufarijaal,"['meng', 'analogi', 'anime', 'gym', 'sekaligus', 'mantap', 'pak', 'wkwk']",2
sandhikagalihwpu,"['terima', 'kasih']",0
